username,userid,profile_location,created_at,text,retweet_count,source,coordinates
objectivity,1607105407956443136,NYC,2023-01-23 03:48:49,"@tigraionline @DadeDesta @StalinTeklu
@tesfanews @DrTedros
Any news about this homeless man? https://t.co/TL9N4ygrdK",0,Twitter for Android,
Pat🍊,1519427893738278917,"Manhattan, NY",2023-01-23 03:48:20,@POTUS That is because their unemployment ran out an they are  homeless now or living with family &amp;friends.They are… https://t.co/WDVSSR0BMK,0,Twitter for iPhone,
"Anne ""Hearthsinger"" Richmond 🧢 ➡️ Adepticon",52416322,NYC,2023-01-23 03:44:19,@TychoBrahe Mine was orphaned by the Spanish flu and raised by her spinster aunts. She helped Habitat for Humanity… https://t.co/15mZMfXWaV,0,Twitter Web App,
Intelligencer,45565185,"New York, NY",2023-01-23 03:40:10,"“You’re going to bring every homeless person to the hospital, and we’re going to fix it? There’s no room in the sys… https://t.co/2MBWsA36mR",0,SocialFlow,
✨dreamthem✨,485345836,"New York, USA",2023-01-23 03:37:40,"“There are homeless people and drug users in the tunnel!!!! We gotta clean that up!!!!” 

Proceeds to address those… https://t.co/cFpCqUTxwr",1,Twitter for iPhone,
Jason Curtis Anderson,1241570477086310401,NYC,2023-01-23 03:25:33,@kevinvdahlgren “Unfortunately state policy is not treatment before tragedy. Tragedy is a prerequisite to treatment… https://t.co/3pKIwMy31o,0,Twitter for iPhone,
ocmjayb.eth,1574018081067864064,New York,2023-01-23 03:24:24,@Homeless_72 @ZenAcademy How do we inform them about @OnChainMonkey ahead of Season 2 of the DAO?  Opportunity to b… https://t.co/jn4VscWt4Z,0,Twitter for Android,
Toró Joven,1606080463344439296,"New York, NY",2023-01-23 03:12:30,I Remember I Was Homeless In Miami 🏝️ &amp; This Girl Let Me Stay With Her Right? .. She Put Me Out While I Was At Work… https://t.co/fN8Fa2lkrG,0,Twitter for iPhone,
Jake,1854074754,"New York, USA",2023-01-23 03:09:48,"@smithsrsn No. They're legally avoiding taxes

Because they have the money to spend to make it legal

It's illegal… https://t.co/kolB5M0GEG",0,Twitter for Android,
CatLady12,1422827797454729216,"Manhattan, NY",2023-01-23 03:01:28,"I love the poor, the homeless, the mentally ill, they R our brothers &amp; sisters. https://t.co/nCZSaDjhrE",1,Twitter for Android,
david strang,214325531,Hoboken N.j.,2023-01-23 02:49:00,@moqu3458 I need help otherwise I'll be homeless at the age of 70,0,Twitter for Android,
HOMELESS AMERICA,966031684725440512,"New York, USA",2023-01-23 02:47:42,"‘You Have to Learn to Listen’: How a Doctor Cares for Boston’s Homeless.
https://t.co/WuuStfKHB5 https://t.co/LwVarS4biS",1,Twitter Web App,
HOMELESS AMERICA,966031684725440512,"New York, USA",2023-01-23 02:37:21,"Alarm as US states pass ‘very concerning’ anti-homeless laws.
Homelessness charities say wave of new bills unfairly… https://t.co/CNt8UHnqQC",2,Twitter Web App,
Asia,2879461318,Nyc.,2023-01-23 02:32:33,It does if you’re trying. That man has too much pride/ego. Almost let his family be homeless bc he’s jealous of the… https://t.co/18pFBZdO9S,0,Twitter for iPhone,
gomo II,973616728977690624,"New York, NY",2023-01-23 02:28:55,I wish my dad would help me financially a bit like it’s my first year of college..most people live on campus and do… https://t.co/xNtBrMp0pO,0,Twitter for iPhone,
HOMELESS AMERICA,966031684725440512,"New York, USA",2023-01-23 02:24:49,"Mental health expert questions forced hospitalization of New York's homeless
""It's very vague what's going happen n… https://t.co/S5MltpMBXS",2,Twitter Web App,
HOMELESS AMERICA,966031684725440512,"New York, USA",2023-01-23 02:18:35,"New York City to Open Migrant Shelter at Brooklyn Cruise Terminal
The shelter will temporarily accommodate about 1,… https://t.co/q9l5awSpSQ",1,Twitter Web App,
laney,1551243911665967104,"New York, USA",2023-01-23 02:17:58,"@LMondegreene @IndiaWilloughby Except I have. And women are the most abused, murdered, raped, homeless, with the hi… https://t.co/B7GFLzHavz",0,Twitter for iPhone,
Bklynchic9,1501909027739086859,Brooklyn,2023-01-23 02:15:39,Blueface GOING HOMELESS?? Camo house FORECLOSED by BANK... https://t.co/08pJjv5g5a via @YouTube,0,Twitter Web App,
Homeless New Yorker,1270494886559731720,New York City,2023-01-23 02:07:41,"@enuffisenuffla Let me see the rules. No food or drink, so you can't save money by buying larger sizes? No walking… https://t.co/2c2v6e2nyY",0,Twitter for Android,
Homeless New Yorker,1270494886559731720,New York City,2023-01-23 02:01:50,"@UnsafeStreetsUS This is what the DA thinks he could charge. Let's see the numbers of convictions.

Let's also see… https://t.co/z1PG6LjBqF",0,Twitter for Android,
@whatujackintv,1205493925437423618,"Brooklyn, NY",2023-01-23 01:56:50,The black community of the homeless in the shelter in more need first .. 🤦🏾‍♂️ https://t.co/rhfbEfvZPE,0,Twitter for iPhone,
Jordan Leigh,619075446,"New York, NY",2023-01-23 01:54:17,if you want to innovate you're going to get woken up by a homeless man yelling at a bus stop and answer pager duty… https://t.co/pcNzwNlyHg,0,Twitter Web App,
Homeless New Yorker,1270494886559731720,New York City,2023-01-23 01:53:31,@UnsafeStreetsUS How would you do that if the data set has nothing about the housedness of the perpetrator or the victim?,1,Twitter for Android,
Homeless New Yorker,1270494886559731720,New York City,2023-01-23 01:46:36,"@UnsafeStreetsUS @UCLA_Grad @No1RDunn @MayorOfLA @TreatmentAdvCtr @nssc Ah, the Forcible Treatment Advocacy Center… https://t.co/QgPBqhSFFe",0,Twitter for Android,
Lisa Barri 2,1134094576015302656,"New York, NY",2023-01-23 01:41:50,@jamiedlux Yeah. Things like this don’t come to fancy NYC often despite the huge poverty levels and homeless epidem… https://t.co/0NMZ1MTiK4,0,Twitter for iPhone,
peter parker I'm Spider-Man,1589717194291744770,"New York, USA",2023-01-23 01:41:24,@HylianRailgun Maybe he's just jealous that he may be more successful than him I mean look at him he's probably broke probably homeless.,0,Twitter for Android,
Tamia 🇯🇲,1491225066067136515,"Brooklyn, NY",2023-01-23 01:39:58,I Don’t Give Homeless White people Money…😒,0,Twitter for iPhone,
Gee💖,2761254885, NYC,2023-01-23 01:19:56,Its about what homeless men do. 😭😭😭😭😭😭😭😭😭😭😭😭😭,0,Twitter for iPhone,
Those Zangetsu,722138814060204032,Jamaica,2023-01-23 01:15:03,"See the problem is, unnuh see big batty jaw and get weak

STAN UP! 😂

Now she throwing you out and you looking like… https://t.co/yaNDZNbmeB",0,Twitter for Android,
Homeless New Yorker,1270494886559731720,New York City,2023-01-23 01:13:24,@UCLA_Grad @UnsafeStreetsUS @No1RDunn @MayorOfLA And a third problem is that @UnsafeStreetsUS didn't mention the 2n… https://t.co/3ICeKyStWy,0,Twitter for Android,
Maybe its Vaseline 🇭🇹,971884641010487300,"Brooklyn, NY",2023-01-23 01:12:10,@GimmieThatMango @stashrebirth @planetj8an We had a 3 bd house &amp; big ass yard but the bathroom had a claw foot tub… https://t.co/Gd82jP5IXA,1,Twitter for iPhone,
Homeless New Yorker,1270494886559731720,New York City,2023-01-23 01:09:21,"@UCLA_Grad @UnsafeStreetsUS @No1RDunn @MayorOfLA All perps are housed, all homeless victims, but the homeless ""crim… https://t.co/5jfRGyJ1kI",0,Twitter for Android,
Homeless New Yorker,1270494886559731720,New York City,2023-01-23 01:06:47,"@UCLA_Grad @UnsafeStreetsUS @No1RDunn @MayorOfLA Another problem I have is the counting of people as ""involved with… https://t.co/BQcY6mg21v",0,Twitter for Android,
marco leonardo,1585934898245894147,"New York, USA",2023-01-23 01:05:43,@SF311 @1r0nm41d3n13 @fbach4 @mattdorsey @SFPDSouthern Look at the Salaries these homeless agencies receive. Millions. thieving Leftists.,0,Twitter for Android,
Karen🇺🇲,1365028180252327937,"New York, NY",2023-01-23 00:59:56,"NYC will provide 1,000 adult male illegal migrants with free housing and medical. By the way, ZERO mention of housi… https://t.co/cTjGOCBAQ6",0,Twitter Web App,
Homeless New Yorker,1270494886559731720,New York City,2023-01-23 00:59:28,@UCLA_Grad @UnsafeStreetsUS @No1RDunn @MayorOfLA The greatest problem I have with this is that they reflect felony… https://t.co/oeLtG7SdEL,0,Twitter for Android,
PharoahKong32,1055207839013134336,New York City,2023-01-23 00:58:29,@Malachi206 @1Creole_Pisces @javonya_ The guy was homeless too and was like that’s why I wash in the river… 🤷🏽‍♂️,0,Twitter for iPhone,
Lashanda Walker,2881644879,"Bronx, NY",2023-01-23 00:51:55,I don't care if it's DC slang or not if I called my mom a fool I would be toothless not homeless #LAMDC,1,Twitter for Android,
Ari Russell,21126585,"Manhattan, NY",2023-01-23 00:45:01,@KConnerWriter @david04mu @TheRocsWorld Funny Malcolm died penniless and Betty Shabazz a Widow with five children l… https://t.co/yDdiGkAigz,0,Twitter for iPhone,
New York Magazine,45564482,"New York, NY",2023-01-23 00:29:34,A plan to institutionalize the homeless has little meaning in the ER. @lisaxmiller reports from the front lines of… https://t.co/jFUXMiVIWT,8,SocialFlow,
M. A. Dennis,779043540819214336,Wu-Tang Clan Island,2023-01-23 00:28:35,I’m listening to #JazzNightInAmerica from another room and they’re profiling an artist named India Owens? I’m catch… https://t.co/FJJSngQg13,0,Twitter for iPhone,
elgangó🇯🇲🛎,4457069654,Jamaica,2023-01-23 00:27:19,@LambertBrownJa But people commit suicide and ending up homeless I remember a lady from Ocho Rios barrow over 200k… https://t.co/m8PMO8avZA,0,Twitter for Android,
Happy Pride NYC,1193538461778751488,NYC,2023-01-23 00:17:05,@JustinBrannan I believe every single R train car had at least one homeless person in it at 1pm this afternoon in B… https://t.co/pTffjhrHIn,0,Twitter Web App,
Katelyn,1258093302731214852,"New York, NY",2023-01-23 00:13:10,hey @Chime wanna send me a blessing..i'm about to be homeless..if i can't pay my rent by tomorrow... it's 2650... $… https://t.co/03lo7AoXcX,0,Twitter for iPhone,
City Limits,82296803,New York City,2023-01-23 00:00:55,"How many people spend each night in a New York City homeless shelter? It seems like a simple question, but getting… https://t.co/4C6iJ1OxbV",0,Hootsuite Inc.,
B,120235356,Queens,2023-01-22 23:44:45,@nytimes enough is enough already. Homeless natives dnt even have a place to go or anything to eat. shit isn’t right smh,0,Twitter for iPhone,
PharoahKong32,1055207839013134336,New York City,2023-01-22 23:42:11,@Malachi206 @1Creole_Pisces @javonya_ I worked at a homeless shelter and asked this question one time. This guy tol… https://t.co/7BJMBtUMQi,0,Twitter for iPhone,
Katelyn,1258093302731214852,"New York, NY",2023-01-22 23:41:54,hey @CashApp wanna send me a blessing..i'm about to be homeless..if i can't pay my rent by tomorrow... it's 2650...… https://t.co/Pm9Snv19jW,0,Twitter for iPhone,
Tom,910936309,"Lyndhurst, NJ",2023-01-22 23:36:15,@BoSnerdley If it worked then Nancy is now homeless,0,Twitter for iPhone,
uh ponk,15392618,New York City,2023-01-22 23:35:22,@lingerie_addict you expect me to wear the same things every week?! like i'm homeless!,0,Twitter Web App,
Homeless New Yorker,1270494886559731720,New York City,2023-01-22 23:16:04,"@UnsafeStreetsUS @UCLA_Grad @No1RDunn @MayorOfLA That's your conclusion, proposed ""solution"". I want to you to say… https://t.co/SR6Y1VVIMY",0,Twitter for Android,
Homeless New Yorker,1270494886559731720,New York City,2023-01-22 23:13:41,"@UCLA_Grad @No1RDunn @MayorOfLA Wouldn't it be much better to ""disappear"" homeless people into supportive housing i… https://t.co/w1YqnfKebp",0,Twitter for Android,
Homeless New Yorker,1270494886559731720,New York City,2023-01-22 23:11:38,@UCLA_Grad @UnsafeStreetsUS @No1RDunn @MayorOfLA What court would resolve disputes whether the patient should be in… https://t.co/JXl7iT4dW7,0,Twitter for Android,
Homeless New Yorker,1270494886559731720,New York City,2023-01-22 23:09:55,@UCLA_Grad @UnsafeStreetsUS @No1RDunn @MayorOfLA How would such 72-hour involuntary commitment differ from a 72-hou… https://t.co/UuPaCeZpns,0,Twitter for Android,
Homeless New Yorker,1270494886559731720,New York City,2023-01-22 23:06:05,"@UCLA_Grad @UnsafeStreetsUS @No1RDunn @MayorOfLA The proposed 72-hour involuntary commitment based on ""psychiatric… https://t.co/b0dGvMgr3O",0,Twitter for Android,
Enjoulie B,80525420,"Manhattan, NY",2023-01-22 23:01:38,@The_Despair_ @caisson68 @michelletandler They literally did though. Strengthening law enforcement and enforcing la… https://t.co/i7Gu9u2r6Z,0,Twitter for iPhone,
Homeless New Yorker,1270494886559731720,New York City,2023-01-22 23:00:56,"@UCLA_Grad @UnsafeStreetsUS @No1RDunn @MayorOfLA Thanks. Actually, the 3-tier plan looks mostly OK. The near-real-t… https://t.co/5kFzBHnwxw",0,Twitter for Android,
SheinSydneySweeney,1359658794003881986,"New York, NY",2023-01-22 22:54:35,@maybe__kb Guinea pig homeless shelter,0,Twitter for iPhone,
sayyed,1606965647946268672,"New York, New york. ",2023-01-22 22:51:38,@dcexaminer @RandPaul @JoeBiden We’ll have to deal with his Vice President (a teenage trapped in a woman’s body)lau… https://t.co/ptuzM1oQXs,0,Twitter for iPhone,
Amber Lowe,4416854721,"New York, USA",2023-01-22 22:39:23,@ABC7NY Damn shame…Our homeless NYers need to camp out in front of Gracie Mansion and protest …The mayor moved fast… https://t.co/x687cKXyXa,0,Twitter for iPad,
The Frost,1251578288230879233,"Brooklyn, NY",2023-01-22 22:19:06,"@JoesWorldView @SpeakForYourse6 @nytimes Time will tell.

If it's a homeless junky. Or a gang member, city has explaining to do . . .",0,Twitter for Android,
NYC Homeless Healthcare Fellowship,1222247719265280001,New York,2023-01-22 22:18:12,"The NYC Homeless Healthcare Fellowship is still accepting applications! 

We are extending the deadline for submiss… https://t.co/qeb3rNqdt3",3,Twitter Web App,
Kah✨,1608240659445465088,New York ,2023-01-22 22:13:45,"As a Aries sun i would drag my kewchie lips across the pavement before i deal with another Sagittarius 

As a Virgo… https://t.co/yjqXI3BRsE",0,Twitter for iPhone,
Billy,1199152531,Brooklyn,2023-01-22 22:05:00,"In this tweet thread Michelle says: 

-Feels safer in Harlem, Queens, Brooklyn - we all know why she made these com… https://t.co/fXchLGxCoM",0,Twitter Web App,
NYC Tourist,1314951852065263616,"Manhattan, NY",2023-01-22 22:04:22,Hey NYCers want to know why you will not see tons of homeless camping on the beaches in Florida? The police enforce… https://t.co/OAP4oED7XY,1,Twitter for iPhone,
WomanTalkingToDeath,3304221309,NYC,2023-01-22 22:02:10,"@HML5150 @infinite_scream That’s a known thing for  homeless-youth serving providers, LGBTQ kids  are disproportion… https://t.co/7hE1ZEsmKm",0,Twitter for iPhone,
The Goat,39009381,"Brooklyn,NY",2023-01-22 22:01:45,@Jayecane Pick me $BrooklynsGoat I’m homeless living with family,0,Twitter for iPhone,
LuigiBOmalley2,1489241591856390144,Park Slope NYC,2023-01-22 21:58:22,Now GOD talks to her? The homeless guy under the bridge yells similar stuff… unacceptable 🤬 https://t.co/SKzNwUUnKk,0,Twitter for iPhone,
Imani Anansa,122224093,Uptown ,2023-01-22 21:48:30,Pretty soon it’s gonna be illegal to get caught giving money and food to homeless people,0,Twitter for iPhone,
Homeless New Yorker,1270494886559731720,New York City,2023-01-22 21:47:48,"@UnsafeStreetsUS @No1RDunn @UCLA_Grad @MayorOfLA So if I steal your wallet, you're ""involved with crime""?",0,Twitter for Android,
god,887464564920647680,"New York, NY",2023-01-22 21:46:58,"@Dynar40935524 @auzmanthus @Ryde_N_Roll @defendATLforest If you actually cared about the city and the people in it,… https://t.co/YeNE7z81Yx",0,Twitter for iPhone,
Homeless New Yorker,1270494886559731720,New York City,2023-01-22 21:45:39,@No1RDunn @UnsafeStreetsUS @UCLA_Grad @MayorOfLA @TraciParkforLA ...while unsheltered homeless people outside catch… https://t.co/WKrugLxUPV,1,Twitter for Android,
Angelo,2228982901,Queens,2023-01-22 21:42:58,Well looks like Pelosi is going to be homeless. https://t.co/0qFh8fgpPD,0,Twitter for iPhone,
Homeless New Yorker,1270494886559731720,New York City,2023-01-22 21:40:11,"@UnsafeStreetsUS @No1RDunn @UCLA_Grad @MayorOfLA The first infographic is a list of your desires, not proof of anyt… https://t.co/RUz9e1lqJ1",0,Twitter for Android,
The Robert's Marketing Agency,1498918385874255872,New York,2023-01-22 21:38:52,There Biden helping homeless people https://t.co/W6wqJi3j3B,0,Twitter for iPhone,
Homeless New Yorker,1270494886559731720,New York City,2023-01-22 21:37:23,An example of what shelters in #SanDiego have or don't (eg. people over 55 are *prohibited* from sleeping on upper… https://t.co/r8p4BozUlJ,0,Twitter for Android,
Homeless New Yorker,1270494886559731720,New York City,2023-01-22 21:29:54,@UnsafeStreetsUS @No1RDunn @UCLA_Grad @MayorOfLA @TraciParkforLA You'll be amazed how many encampments will disappe… https://t.co/haMyc7ygyT,0,Twitter for Android,
Homeless New Yorker,1270494886559731720,New York City,2023-01-22 21:28:57,@No1RDunn @UnsafeStreetsUS @UCLA_Grad @MayorOfLA @TraciParkforLA Double standard much?,0,Twitter for Android,
Shana Harmongoff,872135470469324800,"Harlem, NY",2023-01-22 21:28:34,"It was #ServeSunday again with my @sidewalksamaritan family, where we handed out clothing, coats, and toiletries to… https://t.co/zA2201yvFX",0,Twitter for iPhone,
O𝕙livia,923630465780678656,"Brooklyn, NY",2023-01-22 21:16:35,"Nothing screams America like homeless people sleeping on the steps of Independence Hall in Philadelphia. 
Really devastating to see",0,Twitter for iPhone,
New York City 311,37683414,New York City,2023-01-22 21:00:40,".@NYCDHS’s Code Blue is in effect until tomorrow, Monday, January 23 at 8:00 AM. If you see a homeless person outsi… https://t.co/M0Ui0uwrAV",3,Hootsuite Inc.,
Homeless New Yorker,1270494886559731720,New York City,2023-01-22 20:59:26,@Rockmedia @amie_zamudio There's already a state law that prohibits hospitals to discharge patients into the street… https://t.co/p1cPj3b5pu,0,Twitter for Android,
Daniel Etkin,731882620661968897,"Forest Hills, Queens",2023-01-22 20:56:49,"@JoshuaPHilll They want to build this, but housing for the homeless is out of the question?",0,Twitter for iPhone,
Stella,797105543156551681,New York,2023-01-22 20:42:43,@GOP You want us all destitute and homeless. WTF are you kidding?,0,Twitter Web App,
NYT Metro,15222806,New York City,2023-01-22 20:40:07,Mayor Eric Adams announced that New York City would open a new emergency shelter in Brooklyn to help accommodate th… https://t.co/8V1djeLEac,3,SocialFlow,
Lisa Marie Basile,16529296,"New York, USA",2023-01-22 20:38:56,@saylahachey Foster care for many years. Also homeless shelters for a few.,0,Twitter Web App,
